MUNI_NUM;MUNI_DESC_I;MUNI_DESC_D;MUNI_DESC_L;MUNI_SECT;MUNI_SECP;MUNI_BLANK;MUNI_NULLS;LIST_NUM;LIST_NAME;LIST_VOTES
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;6;VERDI GRÜNE VËRC;74
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;7;FRATELLI D’ITALIA;45
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;8;LA CIVICA;1
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;9;JWA - WIRTH ANDERLAN;168
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;10;DIE FREIHEITLICHEN;56
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;11;FORZA ITALIA;4
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;12;VITA;53
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;13;CENTRO DESTRA;8
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;14;SVP SÜDTIROLER VOLKSPARTEI;728
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;12
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;16;FÜR SÜDTIROL MIT WIDMANN;76
021048;MARLENGO;MARLING;MARLING;2;2;10;26;1;TEAM K;173
021048;MARLENGO;MARLING;MARLING;2;2;10;26;2;MOVIMENTO 5 STELLE;10
021048;MARLENGO;MARLING;MARLING;2;2;10;26;3;ENZIAN;16
021048;MARLENGO;MARLING;MARLING;2;2;10;26;4;STF SÜDTIROLER FREIHEIT;183
021048;MARLENGO;MARLING;MARLING;2;2;10;26;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;15
021048;MARLENGO;MARLING;MARLING;2;2;10;26;6;VERDI GRÜNE VËRC;100
021048;MARLENGO;MARLING;MARLING;2;2;10;26;7;FRATELLI D’ITALIA;48
021048;MARLENGO;MARLING;MARLING;2;2;10;26;8;LA CIVICA;29
021048;MARLENGO;MARLING;MARLING;2;2;10;26;9;JWA - WIRTH ANDERLAN;74
021048;MARLENGO;MARLING;MARLING;2;2;10;26;10;DIE FREIHEITLICHEN;217
021048;MARLENGO;MARLING;MARLING;2;2;10;26;11;FORZA ITALIA;8
021048;MARLENGO;MARLING;MARLING;2;2;10;26;12;VITA;48
021048;MARLENGO;MARLING;MARLING;2;2;10;26;13;CENTRO DESTRA;1
021048;MARLENGO;MARLING;MARLING;2;2;10;26;14;SVP SÜDTIROLER VOLKSPARTEI;512
021048;MARLENGO;MARLING;MARLING;2;2;10;26;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;16
021048;MARLENGO;MARLING;MARLING;2;2;10;26;16;FÜR SÜDTIROL MIT WIDMANN;35
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;1;TEAM K;69
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;2;MOVIMENTO 5 STELLE;0
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;3;ENZIAN;7
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;4;STF SÜDTIROLER FREIHEIT;84
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;2
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;6;VERDI GRÜNE VËRC;6
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;7;FRATELLI D’ITALIA;5
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;8;LA CIVICA;0
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;9;JWA - WIRTH ANDERLAN;36
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;10;DIE FREIHEITLICHEN;33
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;11;FORZA ITALIA;0
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;12;VITA;8
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;13;CENTRO DESTRA;0
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;14;SVP SÜDTIROLER VOLKSPARTEI;207
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;0
021049;MARTELLO;MARTELL;MARTELL;1;1;16;11;16;FÜR SÜDTIROL MIT WIDMANN;28
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;1;TEAM K;84
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;2;MOVIMENTO 5 STELLE;2
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;3;ENZIAN;13
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;4;STF SÜDTIROLER FREIHEIT;137
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;5
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;6;VERDI GRÜNE VËRC;51
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;7;FRATELLI D’ITALIA;16
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;8;LA CIVICA;2
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;9;JWA - WIRTH ANDERLAN;98
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;10;DIE FREIHEITLICHEN;92
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;11;FORZA ITALIA;1
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;12;VITA;13
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;13;CENTRO DESTRA;0
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;14;SVP SÜDTIROLER VOLKSPARTEI;505
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;3
021050;MELTINA;MÖLTEN;MÖLTEN;2;2;13;28;16;FÜR SÜDTIROL MIT WIDMANN;60
021051;MERANO;MERAN;MARAN;28;28;127;281;1;TEAM K;1368
021051;MERANO;MERAN;MARAN;28;28;127;281;2;MOVIMENTO 5 STELLE;251
021051;MERANO;MERAN;MARAN;28;28;127;281;3;ENZIAN;96
021051;MERANO;MERAN;MARAN;28;28;127;281;4;STF SÜDTIROLER FREIHEIT;912
021051;MERANO;MERAN;MARAN;28;28;127;281;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;792
021051;MERANO;MERAN;MARAN;28;28;127;281;6;VERDI GRÜNE VËRC;1995
021051;MERANO;MERAN;MARAN;28;28;127;281;7;FRATELLI D’ITALIA;1703
021051;MERANO;MERAN;MARAN;28;28;127;281;8;LA CIVICA;1908
021051;MERANO;MERAN;MARAN;28;28;127;281;9;JWA - WIRTH ANDERLAN;450
021051;MERANO;MERAN;MARAN;28;28;127;281;10;DIE FREIHEITLICHEN;667
021051;MERANO;MERAN;MARAN;28;28;127;281;11;FORZA ITALIA;148
021051;MERANO;MERAN;MARAN;28;28;127;281;12;VITA;495
021051;MERANO;MERAN;MARAN;28;28;127;281;13;CENTRO DESTRA;181
021051;MERANO;MERAN;MARAN;28;28;127;281;14;SVP SÜDTIROLER VOLKSPARTEI;3720
021051;MERANO;MERAN;MARAN;28;28;127;281;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;538
021051;MERANO;MERAN;MARAN;28;28;127;281;16;FÜR SÜDTIROL MIT WIDMANN;368
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;1;TEAM K;263
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;2;MOVIMENTO 5 STELLE;2
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;3;ENZIAN;4
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;4;STF SÜDTIROLER FREIHEIT;199
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;10
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;6;VERDI GRÜNE VËRC;113
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;7;FRATELLI D’ITALIA;31
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;8;LA CIVICA;2
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;9;JWA - WIRTH ANDERLAN;109
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;10;DIE FREIHEITLICHEN;74
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;11;FORZA ITALIA;6
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;12;VITA;29
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;13;CENTRO DESTRA;2
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;14;SVP SÜDTIROLER VOLKSPARTEI;656
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;5
021052;MONGUELFO-TESIDO;WELSBERG-TAISTEN;WELSBERG-TAISTEN;3;3;43;31;16;FÜR SÜDTIROL MIT WIDMANN;95
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;1;TEAM K;90
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;2;MOVIMENTO 5 STELLE;2
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;3;ENZIAN;10
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;4;STF SÜDTIROLER FREIHEIT;89
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;9
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;6;VERDI GRÜNE VËRC;118
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;7;FRATELLI D’ITALIA;8
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;8;LA CIVICA;2
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;9;JWA - WIRTH ANDERLAN;70
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;10;DIE FREIHEITLICHEN;49
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;11;FORZA ITALIA;4
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;12;VITA;45
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;13;CENTRO DESTRA;0
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;14;SVP SÜDTIROLER VOLKSPARTEI;456
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;12
021053;MONTAGNA S.S.D.V.;MONTAN A.D.W.;MONTAN A.D.W.;2;2;6;21;16;FÜR SÜDTIROL MIT WIDMANN;46
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;1;TEAM K;57
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;2;MOVIMENTO 5 STELLE;0
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;3;ENZIAN;21
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;4;STF SÜDTIROLER FREIHEIT;419
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;2
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;6;VERDI GRÜNE VËRC;40
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;7;FRATELLI D’ITALIA;8
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;8;LA CIVICA;0
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;9;JWA - WIRTH ANDERLAN;157
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;10;DIE FREIHEITLICHEN;95
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;11;FORZA ITALIA;0
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;12;VITA;27
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;13;CENTRO DESTRA;0
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;14;SVP SÜDTIROLER VOLKSPARTEI;462
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;1
021054;MOSO IN PASSIRIA;MOOS IN PASSEIER;MOOS IN PASSEIER;5;5;26;15;16;FÜR SÜDTIROL MIT WIDMANN;15
021055;NALLES;NALS;NALS;2;2;13;16;1;TEAM K;188
021055;NALLES;NALS;NALS;2;2;13;16;2;MOVIMENTO 5 STELLE;5
021055;NALLES;NALS;NALS;2;2;13;16;3;ENZIAN;6
021055;NALLES;NALS;NALS;2;2;13;16;4;STF SÜDTIROLER FREIHEIT;170
021055;NALLES;NALS;NALS;2;2;13;16;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;9
021055;NALLES;NALS;NALS;2;2;13;16;6;VERDI GRÜNE VËRC;74
021055;NALLES;NALS;NALS;2;2;13;16;7;FRATELLI D’ITALIA;23
021055;NALLES;NALS;NALS;2;2;13;16;8;LA CIVICA;14
021055;NALLES;NALS;NALS;2;2;13;16;9;JWA - WIRTH ANDERLAN;89
021055;NALLES;NALS;NALS;2;2;13;16;10;DIE FREIHEITLICHEN;80
021055;NALLES;NALS;NALS;2;2;13;16;11;FORZA ITALIA;2
021055;NALLES;NALS;NALS;2;2;13;16;12;VITA;24
021055;NALLES;NALS;NALS;2;2;13;16;13;CENTRO DESTRA;2
021055;NALLES;NALS;NALS;2;2;13;16;14;SVP SÜDTIROLER VOLKSPARTEI;449
021055;NALLES;NALS;NALS;2;2;13;16;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;16
021055;NALLES;NALS;NALS;2;2;13;16;16;FÜR SÜDTIROL MIT WIDMANN;59
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;1;TEAM K;416
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;2;MOVIMENTO 5 STELLE;5
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;3;ENZIAN;21
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;4;STF SÜDTIROLER FREIHEIT;719
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;12
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;6;VERDI GRÜNE VËRC;205
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;7;FRATELLI D’ITALIA;66
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;8;LA CIVICA;16
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;9;JWA - WIRTH ANDERLAN;249
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;10;DIE FREIHEITLICHEN;363
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;11;FORZA ITALIA;4
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;12;VITA;67
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;13;CENTRO DESTRA;2
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;14;SVP SÜDTIROLER VOLKSPARTEI;1012
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;15
021056;NATURNO;NATURNS;NATURNS;4;4;53;76;16;FÜR SÜDTIROL MIT WIDMANN;139
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;1;TEAM K;242
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;2;MOVIMENTO 5 STELLE;6
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;3;ENZIAN;9
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;4;STF SÜDTIROLER FREIHEIT;324
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;14
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;6;VERDI GRÜNE VËRC;112
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;7;FRATELLI D’ITALIA;28
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;8;LA CIVICA;1
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;9;JWA - WIRTH ANDERLAN;108
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;10;DIE FREIHEITLICHEN;96
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;11;FORZA ITALIA;2
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;12;VITA;58
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;13;CENTRO DESTRA;3
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;14;SVP SÜDTIROLER VOLKSPARTEI;887
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;15
021057;NAZ-SCIAVES;NATZ-SCHABS;NATZ-SCHABS;4;4;22;23;16;FÜR SÜDTIROL MIT WIDMANN;53
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;1;TEAM K;133
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;2;MOVIMENTO 5 STELLE;1
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;3;ENZIAN;10
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;4;STF SÜDTIROLER FREIHEIT;86
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;18
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;6;VERDI GRÜNE VËRC;86
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;7;FRATELLI D’ITALIA;26
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;8;LA CIVICA;2
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;9;JWA - WIRTH ANDERLAN;90
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;10;DIE FREIHEITLICHEN;111
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;11;FORZA ITALIA;1
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;12;VITA;15
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;13;CENTRO DESTRA;3
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;14;SVP SÜDTIROLER VOLKSPARTEI;444
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;12
021058;NOVA LEVANTE;WELSCHNOFEN;WELSCHNOFEN;2;2;8;25;16;FÜR SÜDTIROL MIT WIDMANN;53
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;1;TEAM K;247
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;2;MOVIMENTO 5 STELLE;5
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;3;ENZIAN;16
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;4;STF SÜDTIROLER FREIHEIT;221
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;10
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;6;VERDI GRÜNE VËRC;141
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;7;FRATELLI D’ITALIA;29
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;8;LA CIVICA;8
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;9;JWA - WIRTH ANDERLAN;220
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;10;DIE FREIHEITLICHEN;194
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;11;FORZA ITALIA;1
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;12;VITA;41
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;13;CENTRO DESTRA;2
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;14;SVP SÜDTIROLER VOLKSPARTEI;1120
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;9
021059;NOVA PONENTE;DEUTSCHNOFEN;DEUTSCHNOFEN;4;4;32;39;16;FÜR SÜDTIROL MIT WIDMANN;100
021060;ORA;AUER;AUER;3;3;8;52;1;TEAM K;180
021060;ORA;AUER;AUER;3;3;8;52;2;MOVIMENTO 5 STELLE;10
021060;ORA;AUER;AUER;3;3;8;52;3;ENZIAN;14
021060;ORA;AUER;AUER;3;3;8;52;4;STF SÜDTIROLER FREIHEIT;158
021060;ORA;AUER;AUER;3;3;8;52;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;148
021060;ORA;AUER;AUER;3;3;8;52;6;VERDI GRÜNE VËRC;201
021060;ORA;AUER;AUER;3;3;8;52;7;FRATELLI D’ITALIA;105
021060;ORA;AUER;AUER;3;3;8;52;8;LA CIVICA;34
021060;ORA;AUER;AUER;3;3;8;52;9;JWA - WIRTH ANDERLAN;91
021060;ORA;AUER;AUER;3;3;8;52;10;DIE FREIHEITLICHEN;84
021060;ORA;AUER;AUER;3;3;8;52;11;FORZA ITALIA;16
021060;ORA;AUER;AUER;3;3;8;52;12;VITA;65
021060;ORA;AUER;AUER;3;3;8;52;13;CENTRO DESTRA;9
021060;ORA;AUER;AUER;3;3;8;52;14;SVP SÜDTIROLER VOLKSPARTEI;644
021060;ORA;AUER;AUER;3;3;8;52;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;89
021060;ORA;AUER;AUER;3;3;8;52;16;FÜR SÜDTIROL MIT WIDMANN;76
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;1;TEAM K;222
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;2;MOVIMENTO 5 STELLE;0
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;3;ENZIAN;8
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;4;STF SÜDTIROLER FREIHEIT;143
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;25
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;6;VERDI GRÜNE VËRC;502
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;7;FRATELLI D’ITALIA;73
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;8;LA CIVICA;5
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;9;JWA - WIRTH ANDERLAN;174
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;10;DIE FREIHEITLICHEN;68
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;11;FORZA ITALIA;3
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;12;VITA;92
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;13;CENTRO DESTRA;3
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;14;SVP SÜDTIROLER VOLKSPARTEI;769
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;103
021061;ORTISEI;ST. ULRICH;URTIJËI;4;4;21;44;16;FÜR SÜDTIROL MIT WIDMANN;287
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;1;TEAM K;267
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;2;MOVIMENTO 5 STELLE;3
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;3;ENZIAN;22
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;4;STF SÜDTIROLER FREIHEIT;384
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;6
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;6;VERDI GRÜNE VËRC;127
021062;PARCINES;PARTSCHINS;PARTSCHINS;4;4;22;42;7;FRATELLI D’ITALIA;33
